,Titulo,Ingredientes,Elaboracion
125,mole de matuma o ladrillo,"['(100 porciones)', '15 kilogramos de carne de res en retazo ', '1 kilogramo de chile guajillo (ancho) ', '3 kilogramos de chile guajillo (delgado) ', ' 1/4  de kilogramo de semilla de cilantro ', '100 gramos de canela en raja', '50 gramos de clavo ', ' 1/2  lata mantequera de masa para tortillas ', '1 kilogramo de manteca ', 'sal al gusto']",": se le quitan los rabos a los chiles y se ponen a remojar en agua  fria o se hierven. se lava la carne y se pone a hervir en un lebrillo  con agua, la cebolla y un poco de sal. se saca del caldo. en el  comal se tuestan la canela, el clavo y las semillas de cilantro. en  un metate se muele el chile con venas junto con las especias ante- riores. enseguida, en un lebrillo grande o cazo de cobre, se echa la  manteca a requemar. cuando ya esta lista se le anaden el chile y  los condimentos, y se frie un buen rato. por otro lado, en un traste,  la masa se disuelve con agua y se pasa por un cedazo. cuando el  chile y los condimentos estan bien sazonados, se les incorpora la  masa deshecha y colada, despues el caldo de la carne. se deja  hervir todo durante una hora hasta que la espuma desaparezca. el  molito se mueve constantemente con una cuchara de madera, para  que no se pegue.  la carne que se saco del caldo se corta en pedazos chicos, lo  mismo que la menudencia.  91"
126,carne de res en guisado de chilpoctli,"['(8 o 10 porciones)', '1 kilogramo de carne de res', '5 chilpoctlis mecos', '2 clavos de comida', '2 pedazos de canela', '3 elotes', '2 chayotes', '3 calabacitas tiernas', '3 jitomates', '1 cebolla', '4 dientes de ajo', '1 rama de cilantro', 'sal al gusto']",": se pone la carne a cocer en una olla con suficiente agua, un pedazo  de cebolla y un poco de sal, aproximadamente durante una hora,  a fuego medio. aparte se lavan los chayotes y las calabacitas, y se  cortan en redondo. los elotes se limpian y se cortan. los chiles y  los jitomates se cuecen en una cazuelita durante diez minutos y se  muelen junto con los clavos y la canela. se cuela y se agrega a la  olla donde esta hirviendo la carne; luego los granos de los elotes,  los chayotes; y al ultimo el cilantro, las calabacitas y un poco de  sal. se deja hervir todo junto hasta que esten bien cocidas las ver- duras y listo para comerse. 93"
127,texmole de chito,"['(15 porciones)', '1 kilogramo de chito ', ' 1/4  de kilogramo de chilpoctli meco ', ' 1/2  kilogramo de masa', '1 kilogramo de jitomate', 'ramito de epazote', '3 cucharadas de manteca', 'sal la necesaria']",": el chito se pone a hervir en una olla con agua. ya que esta medio  cocido, se saca, se lava y se vuelve a poner a hervir. aparte, los  tomates y chiles se asan. se muelen en el metate junto con la mitad  de la masa y se le agrega a la olla del chito. luego, a la masa que  sobro, se le echan dos cucharadas soperas de manteca y el epazote  deshojado. se revuelve muy bien y se hacen bolitas de masa que se  agregan a la olla. se dejan cocer junto con el chito. tambien se le  pone otra rama de epazote para que tenga mejor sabor, y muy poca  sal si lo requiere, pues el chito es salado. 94"
128,mole prieto tlilmolli,"['(500 a 600 porciones)', '1 cerdo mediano y gordo (mas o menos 150 kilogramos de carne)', '5 kilogramos de chile chilpoctli meco', '5 kilogramos de chile colorado ', '40 kilogramos de maiz blanco', '3 kilogramos de untos de cerdo', '4 kilogramos de carne molida de cerdo', '600 litros de agua', '4 cajetes de sal de terron']",": el puerco se mata con dos dias de anticipacion. se limpia. se abre  en canal y se deja escurrir la carne colgada. aparte, en el patio o en  el lugar escogido para hacer el mole, se hace un hoyo de un metro  de profundidad por uno de diametro. alrededor, en la orilla, se co- locan tres bases de ladrillos para colocar el cazo (se pone el tlecuil),  dejando una entrada pequena para atizar el fuego. se pone el nixco- mitl (cocimiento del maiz con agua en un bote con un trozo de cal).  cuando el maiz adquiere un color amarillo intenso ya esta listo  para pelarse. se saca de la lumbre y se deja reposar hasta el dia  siguiente. al otro dia se coloca el cazo sobre el tlecuil, se llena de agua y  se enciende el fuego con la lena que se preparo con anticipacion.  cuando el agua esta tibia, se incorpora la carne cortada en trozos  grandes, y atados a un morillo que se coloca de oreja a oreja del  cazo, y se deja hervir de cuatro a cinco horas, dependiendo de lo  recia o tierna que este la carne. cuando ya esta cocida, se saca y  se deja enfriar para que se corte en pequenas lonjas. luego, en el  mismo cazo donde hirvio la carne, se echan los untos para que se  cuezan y se dejan en el caldo toda la noche.  95"
129,carne de cerdo con hongos silvestres,"['(12 a 15 porciones)', '1  1/2  kilogramos de lomo de cerdo en trozos', '2 kilogramos de hongos silvestres (setas, escobetas, clavito)', ' 1/2  kilogramo de tomates verdes ', '4 o 6 chilpoctlis, tostados y remojados', '1 cebolla ', '3 dientes de ajo', '1 cucharadita de cominos ', ' 1/2  litro de agua para la salsa', '3 cucharadas de manteca de cerdo', 'sal al gusto']",": se limpian perfectamente los hongos. se lavan y se cortan en tro- zos. aparte, se hierven los tomates y se muelen con los chilpoctlis  tostados y remojados, la cebolla, el ajo y los cominos. luego se ca- lienta la manteca en una cazuela y ahi se va friendo perfectamente  la carne. despues se elimina el exceso de grasa y se agrega el chile  molido y se deja sazonar 20 minutos a fuego bajo. se condimenta  con sal. se anade el agua y se deja cocer la carne. cuando ya esta  cocida se le agregan los hongos y a fuego bajo se deja hervir 15 mi- nutos mas o hasta que esten cocidos los hongos. se sirve caliente. 97"
130,mole verde de pata de res y lomo de puerco,"['(10 porciones)', '2  patas grandes de res cocidas ', ' 1/2  kilogramo de lomo de puerco ', ' 1/2  kilogramo de chicharos ', ' 1/4  de kilogramo de calabacitas tiernas ', '10 chiles serranos verdes ', '20 tomates verdes', '4  dientes de ajo ', ' 1/2  kilogramo de habas tiernas ', '2 ramas de cilantro ', '2 ramas de epazote ', '1 cebolla mediana ', '2 cucharadas de manteca', 'sal al gusto']",": se ponen las patas y la carne de puerco a hervir con sal en una  olla con agua. los chiles y los tomates se muelen en crudo con el  ajo y la cebolla. luego se frien en una cazuela con manteca muy  caliente. se deja sazonar. se le agrega el caldo de la carne, la pata  y la carne en pedazos. cuando este hirviendo se le ponen el cilan- tro y el epazote molidos, los chicharos, las calabacitas y las habas  verdes, que se cocieron de antemano. se deja otros 10 minutos y  listo para servirse. 98"
131,teschinole con hongos,"['(6 porciones)', ' 1/2  kilogramo de carne de puerco ', '300 gramos de masa blanca de maiz ', '7 chilpoctlis colorados grandes ', ' 1/4  de kilogramo de habas verdes', '1 manojo de cilantro ', ' 1/2  kilogramo de hongos xoletes ', '2 cucharadas de manteca', 'sal al gusto']",": se pone a hervir la carne con sal y suficiente agua. los chilpoctlis  se abren y se ponen a hervir en un poco de agua. despues se lavan  con agua limpia. se les quitan las venas o semillas para que no  sean tan picantes. se muelen con muy poca agua.  a los hongos se les corta la parte mas baja del tallo que tenga  adherencias de tierra o hierbas. se parten por la mitad y se colocan  en una cacerola con bastante agua. se dejan un buen rato, hasta  que se remojen y se desprenda toda la tierra. se enjuagan varias ve- ces, cambiando el agua hasta que ya no les quede tierra. aparte, en  un recipiente pequeno, se disuelve muy bien la masa procurando  que quede lo mas espesa posible. enseguida se pone al fuego una  cazuela extendida con manteca o aceite. cuando esta bien caliente,  se frie el chilpoctli. se deja sazonar con un poco de sal. inmedia- tamente despues se le agregan el caldo y la carne de puerco junto  con las habas ya limpias, lavadas y cocidas. a punto de romper el  hervor, poco a poco, se le va vaciando la masa disuelta, moviendose  constantemente con una cuchara para que no se hagan grumos. se  deja en la lumbre hasta que ya este bien cocida. luego se incor- poran los hongos y un poco de agua tibia para que no quede muy  99"
132,platillo tlaxcalteca,"['(6 porciones)', ' ', '750 gramos de lomo de puerco cocido', '1 manita de puerco cocida', '4 chiles serranos', ' 1/2  kilogramo de tomates verdes', '2 dientes de ajo', '1 trozo de cebolla', '1 rama de cilantro', '1 rama de epazote', '5 calabacitas cocidas', ' 1/4  de kilogramo de habas verdes cocidas', ' 1/4  de kilogramo de chicharos cocidos', '3 cucharadas de aceite', '2 tazas de caldo en que se cocio la carne', 'sal al gusto']",": se muelen los chiles y los tomates en crudo con el ajo y la cebolla.  se frien en una cacerola con aceite caliente. se dejan sazonar a  fuego medio de 15 a 20 minutos. luego se agrega la carne, previa- mente cocida, sal al gusto, la manita cocida y cortada en pedazos  chicos. cuando empieza a hervir se le agregan las ramas de cilan- tro y epazote, las calabacitas, las habas y los chicharos, previa- mente cocidos. todo junto se deja sazonar de 15 a 20 minutos a  fuego medio y listo para comerse. 101"
133,estofado de carnero,"['(6 porciones)', '750 gramos de pulpa de carnero', '50 gramos de tocino', '25 gramos de manteca', 'unas ramitas de perejil', 'unas ramas de hierbabuena', '3 pimientas', '3 clavos de comer', '1 raja de canela', '3 dientes de ajo', '1 limon grande', ' 1/2  vaso de vino jerez', 'sal al gusto']",": en una cacerola se colocan los pedazos chicos de carne y el tocino,  y se mezclan bien con el ajo molido. en una cazuela honda se pone  la manteca a calentar a fuego medio. cuando esta bien caliente, se  le agregan la carne y el tocino para que se frian. se mueve cons- tantemente todo para que se fria parejito. luego se le agregan el  perejil y la yerbabuena picada, la pimienta, el clavo y la canela  molida. se revuelve muy bien. se deja freir hasta que se dore la  carne. luego se le agrega un litro y medio de agua. se tapa la olla  con una servilleta de tela limpia y una tapadera. cuando haya es- pesado y la carne este bien cocida se deja otros 10 minutos mas a  fuego lento y listo para servirse. 110022"
134,barbacoa de hoyo,"['(100 porciones)', '1 borrego grande y gordo', '4 cabezas de ajo grandes', '8 pencas de maguey ', '1 puno de pimienta', '5 hojas de laurel ', '1 litro de pulque', 'chiles verdes', 'cebollas', 'sal suficiente']",": el borrego se mata. se le sacan las visceras y se limpia con un  trapo. se deja enfriar por una tarde o un dia. se hace un hoyo en el  suelo, como de un metro de profundidad. al otro dia se destaza el  borrego pieza por pieza (espaldilla, costillas, piernas, cabeza, pa- tas). se caliente el horno (hoyo del suelo) poniendole mucha lena  para que arda bien y haga brasa, ya que ahi se cocera el borrego.  si el borrego es <<recio>> requiere bastante lena, y si es tierno, poca  porque si no, la carne se cuece demasiado y se deshace. por otro  lado, el borrego se prepara antes de meterlo al hoyo. a la carne  se le unta ajo, pimienta y laurel, que se molio con anterioridad y  se revolvio con el pulque, pues los condimentos deben de quedar  aguaditos. tambien se unta de sal. luego, toda la carne se aco- moda sobre una parrilla. en el fondo del hoyo, antes de meter la  parrilla con el borrego, se pone un cazo grande, en donde caera el  jugo que el borrego soltara al cocerse. ya puesta la parrilla con la  carne, se cubre muy bien con las pencas de maguey y una lamina  para tapar bien el hoyo (el cazo debe tener el diametro mas chico  que la lamina, pues esta debe quedar volando para que no se meta  103"
135,barbacoa de carnero en mixiote,"['(30 porciones)', '2 docenas de mixiotes', '5 kilogramos de carne de carnero', ' 1/4  kilogramo de chile guajillo de punta ', ' 1/2  kilogramo de chile ancho ', ' 1/2  kilogramo de guajillo ancho', '2 cabezas de ajos grandes', '6 rajas de canela', '1 puno de cominos', '1 litro de vinagre', '3 clavos de comer', '10 pimientas negras', '1 cucharadita de tomillo', '2 cucharadas de oregano de castilla', '10 hojas de laurel ', '40 hojas de aguacate', '1 bola de hilo canamo', 'sal al gusto']",": se limpia la carne con un trapo para quitarle las astillas de los  huesos y se coloca en una cazuela. por otro lado, los chiles gua- jillos de punta y ancho se ponen a hervir. los chiles anchos se  desvenan y se tuestan ligeramente. ya hervidos los guajillos, se  les agregan los chiles tostados y se dejan remojar en el agua donde  hirvieron los primeros. una vez remojados se muelen junto con  las especias y un poco de vinagre. luego el chile molido se vacia  a la cazuela de la carne. se le pone sal al gusto. se revuelve bien  el chile con la carne y se deja toda la noche para que el chile con  los olores se impregnen bien en la carne. al otro dia, se ponen a  105"
136,menudo de borrego en salsa verde,"['(10 porciones)', '1 kilogramo de menudo de borrego', '125 gramos de chiles verdes serranos', '2 dientes de ajo', '1 cabeza de cebolla chica', '2 manojos de flor de calabaza', '1 kilogramo de habas verdes', '1 kilogramo de tomates', '1 cucharada sopera de manteca', 'sal al gusto']",": en una olla de barro con suficiente agua, se pone el menudo, ya  limpio, a hervir durante unas dos horas, aproximadamente, a fuego  alto. aparte se limpian los chiles y los tomates, se muelen en crudo  en la licuadora con el ajo y la cebolla. se frie todo en una sarten  con manteca caliente. se deja sazonar durante 20 minutos, mas o  menos. luego se le agregan cuatro o cinco tazas de agua. una vez  que esta cocido el menudo, se saca y se vierte a la cazuela de la  salsa. tambien las habas verdes peladas, las flores de calabaza,  limpias y lavadas, y la sal al gusto. se deja en la lumbre de 15 a 20  minutos y listo para servirse. 107"
137,tlacuache o conejo silvestre a las brasas,"['(6 porciones)', '1 tlacuache o un conejo en pie ', ' 1/2  kilogramo de limones ', '10 dientes de ajo grandes', 'sal al gusto']",": se mata el tlacuache o conejo, se abre en canal y se limpia muy bien.  despues se exprimen los limones, se le agrega el ajo molido  con la sal al gusto y se revuelve todo. luego se le unta a la carne  este jugo impregnandola totalmente. aparte se prepara una fogata  con lena bien seca y se deja arder hasta que se haga brasa. ya  preparada la carne, se le atraviesa una varilla de acero a lo largo  del animal y se expone al fuego hasta que la carne este cocida o  dorada segun el gusto. se acompana con tortillas calientes y salsa  de chile morita. 108"
